,BikeID,Latitude,Longitude,Timestamp
0,1876,52.517033,13.388798,1602258515
1,1876,52.516848,13.388827,1602258753
2,1876,52.517609,13.399178,1602258991
3,1876,52.518644,13.402106,1602259228
4,1876,52.51937,13.40376,1602259466
5,1876,52.522534,13.409982,1602259704
6,1876,52.523714,13.4119,1602259942
7,1876,52.52677,13.415657,1602260179
8,1876,52.528458,13.417166,1602260417
9,1876,52.528717,13.421483,1602260655
10,1876,52.528082,13.424085,1602260892
11,1876,52.528068,13.424993,1602261130
12,1876,52.527885,13.425184,1602261368
13,1876,52.527043,13.427263,1602261606
14,1876,52.525195,13.430227,1602261843
15,1876,52.524964,13.430405,1602262081
16,1876,52.523269,13.429678,1602262319
17,1876,52.523239,13.428554,1602262557
18,2738,52.517033,13.388798,1604136487
19,2738,52.516848,13.388827,1604136524
20,2738,52.517609,13.399178,1604136561
21,2738,52.518644,13.402106,1604136597
22,2738,52.51937,13.40376,1604136634
23,2738,52.522534,13.409982,1604136671
24,2738,52.523714,13.4119,1604136708
25,2738,52.52677,13.415657,1604136744
26,2738,52.528458,13.417166,1604136781
27,2738,52.528717,13.421483,1604136818
28,2738,52.528082,13.424085,1604136854
29,2738,52.528068,13.424993,1604136891
30,2738,52.527885,13.425184,1604136928
31,2738,52.527043,13.427263,1604136965
32,2738,52.525195,13.430227,1604137001
33,2738,52.524964,13.430405,1604137038
34,2738,52.523269,13.429678,1604137075
35,2738,52.523239,13.428554,1604137112
36,2038,52.517033,13.388798,1603905140
37,2038,52.516848,13.388827,1603905171
38,2038,52.517609,13.399178,1603905202
39,2038,52.518644,13.402106,1603905233
40,2038,52.51937,13.40376,1603905264
41,2038,52.522534,13.409982,1603905295
42,2038,52.523714,13.4119,1603905326
43,2038,52.52677,13.415657,1603905357
44,2038,52.528458,13.417166,1603905388
45,2038,52.528717,13.421483,1603905419
46,2038,52.528082,13.424085,1603905450
47,2038,52.528068,13.424993,1603905481
48,2038,52.527885,13.425184,1603905512
49,2038,52.527043,13.427263,1603905543
50,2038,52.525195,13.430227,1603905574
51,2038,52.524964,13.430405,1603905605
52,2038,52.523269,13.429678,1603905636
53,2038,52.523239,13.428554,1603905666
54,2335,52.517033,13.388798,1602411859
55,2335,52.516848,13.388827,1602411937
56,2335,52.517609,13.399178,1602412014
57,2335,52.518644,13.402106,1602412092
58,2335,52.51937,13.40376,1602412169
59,2335,52.522534,13.409982,1602412247
60,2335,52.523714,13.4119,1602412324
61,2335,52.52677,13.415657,1602412402
62,2335,52.528458,13.417166,1602412480
63,2335,52.528717,13.421483,1602412557
64,2335,52.528082,13.424085,1602412635
65,2335,52.528068,13.424993,1602412712
66,2335,52.527885,13.425184,1602412790
67,2335,52.527043,13.427263,1602412867
68,2335,52.525195,13.430227,1602412945
69,2335,52.524964,13.430405,1602413022
70,2335,52.523269,13.429678,1602413100
71,2335,52.523239,13.428554,1602413178
72,2549,52.517033,13.388798,1603197264
73,2549,52.516848,13.388827,1603197358
74,2549,52.517609,13.399178,1603197452
75,2549,52.518644,13.402106,1603197546
76,2549,52.51937,13.40376,1603197639
77,2549,52.522534,13.409982,1603197733
78,2549,52.523714,13.4119,1603197827
79,2549,52.52677,13.415657,1603197921
80,2549,52.528458,13.417166,1603198014
81,2549,52.528717,13.421483,1603198108
82,2549,52.528082,13.424085,1603198202
83,2549,52.528068,13.424993,1603198296
84,2549,52.527885,13.425184,1603198390
85,2549,52.527043,13.427263,1603198483
86,2549,52.525195,13.430227,1603198577
87,2549,52.524964,13.430405,1603198671
88,2549,52.523269,13.429678,1603198765
89,2549,52.523239,13.428554,1603198858
90,2292,52.517033,13.388798,1603577695
91,2292,52.516848,13.388827,1603577830
92,2292,52.517609,13.399178,1603577965
93,2292,52.518644,13.402106,1603578099
94,2292,52.51937,13.40376,1603578234
95,2292,52.522534,13.409982,1603578369
96,2292,52.523714,13.4119,1603578503
97,2292,52.52677,13.415657,1603578638
98,2292,52.528458,13.417166,1603578773
99,2292,52.528717,13.421483,1603578907
100,2292,52.528082,13.424085,1603579042
101,2292,52.528068,13.424993,1603579177
102,2292,52.527885,13.425184,1603579311
103,2292,52.527043,13.427263,1603579446
104,2292,52.525195,13.430227,1603579581
105,2292,52.524964,13.430405,1603579715
106,2292,52.523269,13.429678,1603579850
107,2292,52.523239,13.428554,1603579985
108,1845,52.517033,13.388798,1603463534
109,1845,52.516848,13.388827,1603463546
110,1845,52.517609,13.399178,1603463558
111,1845,52.518644,13.402106,1603463570
112,1845,52.51937,13.40376,1603463582
113,1845,52.522534,13.409982,1603463594
114,1845,52.523714,13.4119,1603463606
115,1845,52.52677,13.415657,1603463618
116,1845,52.528458,13.417166,1603463629
117,1845,52.528717,13.421483,1603463641
118,1845,52.528082,13.424085,1603463653
119,1845,52.528068,13.424993,1603463665
120,1845,52.527885,13.425184,1603463677
121,1845,52.527043,13.427263,1603463689
122,1845,52.525195,13.430227,1603463701
123,1845,52.524964,13.430405,1603463713
124,1845,52.523269,13.429678,1603463725
125,1845,52.523239,13.428554,1603463736
126,1891,52.517033,13.388798,1602793730
127,1891,52.516848,13.388827,1602793853
128,1891,52.517609,13.399178,1602793975
129,1891,52.518644,13.402106,1602794098
130,1891,52.51937,13.40376,1602794220
131,1891,52.522534,13.409982,1602794343
132,1891,52.523714,13.4119,1602794465
133,1891,52.52677,13.415657,1602794588
134,1891,52.528458,13.417166,1602794710
135,1891,52.528717,13.421483,1602794833
136,1891,52.528082,13.424085,1602794955
137,1891,52.528068,13.424993,1602795078
138,1891,52.527885,13.425184,1602795200
139,1891,52.527043,13.427263,1602795323
140,1891,52.525195,13.430227,1602795445
141,1891,52.524964,13.430405,1602795568
142,1891,52.523269,13.429678,1602795690
143,1891,52.523239,13.428554,1602795813
144,646,52.517033,13.388798,1603213184
145,646,52.516848,13.388827,1603213267
146,646,52.517609,13.399178,1603213350
