,Hour,StationEnd,Count,Day,Year,Count1,Count1week,Count2week,Count3week,Count4week
32474,17,16,1,67,2011,1,0,0,1,0
32486,17,26,1,67,2011,0,0,0,0,1
32509,18,26,5,67,2011,1,5,0,0,0
32512,18,15,2,67,2011,0,1,2,0,0
32519,18,16,1,67,2011,1,2,3,2,0
32522,19,26,1,67,2011,5,2,1,3,1
32546,19,16,2,67,2011,1,1,1,4,2
32608,21,26,1,67,2011,0,3,2,0,0
32610,22,16,1,67,2011,0,1,0,2,1
32617,22,26,2,67,2011,1,1,0,3,0
32704,7,26,1,68,2011,0,2,0,0,1
32727,7,16,1,68,2011,0,0,0,0,0
32732,7,11,1,68,2011,0,0,1,0,0
32745,8,16,1,68,2011,1,1,0,0,1
32759,8,11,2,68,2011,1,2,0,1,4
32766,8,26,1,68,2011,1,0,0,1,0
32795,9,26,1,68,2011,1,2,2,0,1
32818,10,16,2,68,2011,0,1,0,0,0
32861,12,16,1,68,2011,0,0,1,1,1
32870,12,26,1,68,2011,0,0,0,1,1
32875,12,11,1,68,2011,0,0,0,0,0
32894,13,16,1,68,2011,1,0,0,0,0
32898,13,26,1,68,2011,1,0,0,0,1
32909,13,15,1,68,2011,0,2,0,0,0
32929,14,16,1,68,2011,1,0,0,1,0
32936,14,26,1,68,2011,1,0,0,0,0
32941,15,15,1,68,2011,0,0,2,0,0
32964,15,11,1,68,2011,0,0,0,0,0
32966,15,26,1,68,2011,1,1,0,0,0
32990,16,26,1,68,2011,1,0,0,1,0
32998,16,11,1,68,2011,1,0,0,2,0
33004,17,26,3,68,2011,1,1,0,2,0
33013,17,15,1,68,2011,0,0,0,0,0
33029,17,16,1,68,2011,0,1,0,1,0
33062,18,16,2,68,2011,1,1,0,1,0
33066,18,11,1,68,2011,0,2,0,0,0
33086,19,26,3,68,2011,0,0,0,0,0
33093,19,11,2,68,2011,1,0,0,0,0
33104,19,15,1,68,2011,0,0,1,0,0
33134,21,26,1,68,2011,0,0,0,0,0
33143,21,11,1,68,2011,0,1,2,0,1
33215,7,16,1,69,2011,0,1,0,0,0
33241,8,16,1,69,2011,1,0,1,0,1
33373,17,16,2,69,2011,0,0,0,0,0
33389,18,26,3,69,2011,0,0,0,0,0
33402,18,11,1,69,2011,0,0,2,2,0
33424,20,26,1,69,2011,0,0,1,0,0
33447,21,26,1,69,2011,1,0,0,1,0
33470,22,26,1,69,2011,1,0,1,0,0
33487,23,11,1,69,2011,0,0,2,0,0
33499,23,26,1,69,2011,1,0,1,1,0
33501,23,16,1,69,2011,0,2,0,0,0
33503,0,26,2,70,2011,1,0,1,0,1
33540,6,11,1,70,2011,0,1,1,1,0
33575,7,11,1,70,2011,1,1,2,1,0
33606,8,11,1,70,2011,1,0,4,1,0
33612,8,16,1,70,2011,0,0,2,2,0
33613,8,26,1,70,2011,0,0,1,1,0
33627,9,15,1,70,2011,0,0,0,1,0
33630,9,16,1,70,2011,1,0,2,1,0
33633,9,11,1,70,2011,1,0,2,0,0
33645,9,26,1,70,2011,1,2,1,0,3
33719,12,11,1,70,2011,0,0,1,0,0
33735,12,26,1,70,2011,0,1,2,0,0
33768,13,26,1,70,2011,1,1,0,0,1
33769,13,16,2,70,2011,0,0,1,1,0
33774,13,11,1,70,2011,1,6,2,0,0
33786,14,26,1,70,2011,1,2,0,2,0
33807,15,11,1,70,2011,0,1,0,0,0
33829,15,26,1,70,2011,1,2,0,0,0
33830,15,16,1,70,2011,0,1,0,0,0
33853,16,11,1,70,2011,1,2,1,1,2
33873,17,16,2,70,2011,0,1,0,0,0
33880,17,15,1,70,2011,0,0,0,1,1
33897,17,26,1,70,2011,0,1,0,2,0
33901,18,26,1,70,2011,1,0,0,0,3
33906,18,16,3,70,2011,2,0,0,1,0
33926,18,11,2,70,2011,0,0,4,0,0
33955,19,26,2,70,2011,1,1,0,0,0
33968,20,26,1,70,2011,2,0,1,0,2
33983,20,11,1,70,2011,0,0,0,1,0
34017,21,16,1,70,2011,0,1,0,1,0
34038,22,26,1,70,2011,0,1,0,1,0
34112,3,11,1,71,2011,0,2,1,0,0
34134,7,16,1,71,2011,0,1,0,1,0
34167,9,26,3,71,2011,0,1,0,0,3
34195,10,11,2,71,2011,0,1,2,0,0
34226,11,11,1,71,2011,2,0,3,1,4
34243,11,16,2,71,2011,0,0,0,1,1
34250,12,26,2,71,2011,0,1,0,1,0
34276,12,11,1,71,2011,1,0,1,0,0
34286,13,16,3,71,2011,0,1,2,2,0
34303,13,26,3,71,2011,2,0,2,0,0
34307,13,11,1,71,2011,1,1,3,0,0
34317,14,16,1,71,2011,3,1,1,0,0
34344,14,26,2,71,2011,3,0,0,0,0
34369,15,16,1,71,2011,1,0,2,0,0
34372,15,11,2,71,2011,0,1,1,0,1
34373,15,26,1,71,2011,2,0,0,1,1
34390,16,11,2,71,2011,2,1,3,1,2
34395,16,26,3,71,2011,1,3,0,0,0
34405,16,15,1,71,2011,0,0,1,0,0
34439,17,26,3,71,2011,3,4,4,0,0
34442,17,11,2,71,2011,2,2,0,0,0
34452,18,26,2,71,2011,3,0,2,0,2
34460,18,15,2,71,2011,0,2,0,0,0
34463,18,16,3,71,2011,0,1,0,0,1
34510,19,26,1,71,2011,2,1,0,0,0
34512,20,16,2,71,2011,0,0,1,2,2
34549,21,26,1,71,2011,0,3,1,0,4
34581,22,16,1,71,2011,0,1,0,2,0
34584,22,26,1,71,2011,1,1,1,0,0
34601,23,26,1,71,2011,1,0,2,0,0
34627,0,26,1,72,2011,1,0,0,0,0
34635,1,11,1,72,2011,0,0,0,2,0
34649,1,26,1,72,2011,1,0,1,1,0
34651,3,16,1,72,2011,0,0,1,1,0
34658,3,26,1,72,2011,0,2,0,0,0
34659,3,11,1,72,2011,0,1,1,0,0
34673,4,16,1,72,2011,1,0,0,2,0
34705,8,11,1,72,2011,0,2,0,0,0
34728,9,16,1,72,2011,0,0,2,0,1
34748,10,26,3,72,2011,0,1,3,0,0
34761,10,16,2,72,2011,1,2,1,0,0
34788,11,26,3,72,2011,3,1,1,0,0
34818,12,26,4,72,2011,3,0,0,1,1
34823,12,16,2,72,2011,0,1,0,0,1
34837,13,11,2,72,2011,0,1,1,0,0
34864,13,26,2,72,2011,4,0,1,0,1
34869,13,16,1,72,2011,2,0,0,2,1
34898,14,26,1,72,2011,2,0,5,2,1
34904,14,15,3,72,2011,0,0,0,2,0
34905,14,11,1,72,2011,2,1,0,0,0
34940,15,26,2,72,2011,1,0,1,0,2
34942,15,11,2,72,2011,1,1,2,0,0
34959,16,16,2,72,2011,0,1,3,0,0
34975,16,26,1,72,2011,2,0,1,0,0
34999,17,26,1,72,2011,1,3,2,1,0
35005,17,11,2,72,2011,0,2,2,1,0
35037,18,11,2,72,2011,2,0,0,0,0
35045,18,26,1,72,2011,1,2,1,0,0
35047,18,16,1,72,2011,0,1,1,1,1
35064,19,26,3,72,2011,1,0,0,0,1
35070,19,15,1,72,2011,0,0,0,1,1
35071,19,11,2,72,2011,2,0,0,1,0
35097,20,15,1,72,2011,1,1,0,0,0
35100,20,11,1,72,2011,2,0,0,0,0
35121,21,26,1,72,2011,0,0,1,1,0
35136,21,16,1,72,2011,0,0,0,0,1
35231,7,11,1,73,2011,0,1,0,1,2
35236,7,16,1,73,2011,0,0,0,2,0
35268,8,26,3,73,2011,0,3,0,1,1
35274,8,15,1,73,2011,0,0,1,0,0
35280,8,11,1,73,2011,1,0,0,0,0
35294,9,26,2,73,2011,3,1,1,0,2
35307,9,11,2,73,2011,1,0,2,0,0
35316,10,26,2,73,2011,2,1,2,0,2
35344,11,11,1,73,2011,0,0,0,1,3
35362,11,16,1,73,2011,0,0,1,0,0
35392,12,26,1,73,2011,0,2,0,0,0
35394,12,16,1,73,2011,1,0,0,0,0
35407,13,11,1,73,2011,0,0,0,1,1
35413,13,16,1,73,2011,1,1,0,1,0
35430,14,16,1,73,2011,1,2,0,0,0
35440,14,26,2,73,2011,0,2,0,0,2
35494,16,26,3,73,2011,0,0,0,0,0
35518,17,26,4,73,2011,3,1,0,0,1
35545,17,16,3,73,2011,0,0,0,1,1
35572,18,11,2,73,2011,0,0,0,1,1
35582,18,26,4,73,2011,4,0,1,0,1
35585,18,16,1,73,2011,3,0,0,1,0
35616,19,16,1,73,2011,1,0,2,1,0
35647,20,11,1,73,2011,0,0,2,0,1
35650,20,26,1,73,2011,0,0,1,0,0
35680,21,16,1,73,2011,0,0,0,0,0
35704,22,11,1,73,2011,0,0,2,0,1
35741,5,26,1,74,2011,0,2,0,0,0
35774,7,26,3,74,2011,0,0,0,0,0
35801,7,16,2,74,2011,0,1,0,0,2
35824,8,26,2,74,2011,3,0,0,0,0
35832,8,15,2,74,2011,0,2,0,0,0
35838,8,11,2,74,2011,0,2,0,0,1
35864,9,26,2,74,2011,2,1,0,0,0
35893,10,16,1,74,2011,0,2,1,0,0
35901,10,26,1,74,2011,2,2,1,0,0
35923,11,16,1,74,2011,1,0,0,0,0
35928,11,26,2,74,2011,1,0,1,0,0
35957,12,26,2,74,2011,2,1,1,0,1
35984,13,16,1,74,2011,0,1,1,0,0
35987,13,26,1,74,2011,2,2,0,0,1
35992,13,15,1,74,2011,0,2,1,0,0
36008,14,11,1,74,2011,0,2,1,0,0
36044,15,11,1,74,2011,1,0,0,0,0
36058,16,26,2,74,2011,0,1,1,0,0
36063,16,15,1,74,2011,0,2,3,0,1
36091,17,16,2,74,2011,0,1,0,0,0
36101,17,11,2,74,2011,0,0,0,0,0
36103,17,26,3,74,2011,2,3,0,0,0
36118,18,11,2,74,2011,2,0,1,0,1
36126,18,16,2,74,2011,2,0,1,0,0
36146,18,26,3,74,2011,3,0,1,0,1
36172,19,26,1,74,2011,3,0,0,0,0
36179,19,16,1,74,2011,2,0,0,0,0
36199,20,15,1,74,2011,0,1,0,0,3
36220,21,11,1,74,2011,0,1,0,1,1
36235,22,26,1,74,2011,0,0,0,0,1
36247,22,16,1,74,2011,0,1,2,0,0
36323,7,26,1,75,2011,0,2,0,1,0
36332,8,16,4,75,2011,0,0,2,1,1
36355,8,26,1,75,2011,1,2,1,1,0
36367,9,16,1,75,2011,4,2,0,3,0
36390,9,11,1,75,2011,0,1,0,0,0
36442,11,11,1,75,2011,0,0,0,0,1
36466,12,15,1,75,2011,0,0,1,1,0
36468,12,26,1,75,2011,0,1,0,0,0
36471,12,11,1,75,2011,1,0,1,0,1
36475,12,16,1,75,2011,0,1,0,0,0
36490,13,11,1,75,2011,1,0,0,0,0
36501,13,26,1,75,2011,1,0,1,0,1
36567,15,11,1,75,2011,0,1,0,0,0
36590,16,26,3,75,2011,0,2,2,1,1
36599,16,15,1,75,2011,0,0,1,1,0
36602,16,16,1,75,2011,0,0,1,0,0
36633,17,11,1,75,2011,0,0,0,0,0
36639,17,15,2,75,2011,1,0,3,1,0
36641,18,16,2,75,2011,0,0,2,0,0
36667,18,15,1,75,2011,2,0,2,0,0
36669,18,11,4,75,2011,1,0,0,1,1
36673,18,26,1,75,2011,0,1,1,0,0
36704,19,16,3,75,2011,2,0,0,0,0
36709,19,11,1,75,2011,4,0,0,0,0
36741,20,26,1,75,2011,0,1,0,0,2
36768,21,16,1,75,2011,0,1,0,0,2
36784,22,16,1,75,2011,1,1,0,0,1
36787,22,15,1,75,2011,0,1,1,0,1
36820,0,16,1,76,2011,0,0,0,0,1
36891,7,26,5,76,2011,0,1,0,0,1
36906,7,15,1,76,2011,0,2,0,1,0
36908,7,16,1,76,2011,0,0,0,1,0
36932,8,26,3,76,2011,5,0,1,0,2
36945,8,11,1,76,2011,0,0,0,1,1
36967,9,26,2,76,2011,3,0,0,2,0
36974,9,15,2,76,2011,0,0,0,1,0
36984,9,11,2,76,2011,1,1,1,1,0
37006,10,16,2,76,2011,0,1,0,1,0
37015,10,26,1,76,2011,2,4,0,0,2
37038,11,26,1,76,2011,1,1,0,0,1
37041,11,11,1,76,2011,0,0,1,1,1
37066,12,16,1,76,2011,0,0,2,0,0
37070,12,26,1,76,2011,1,0,1,0,1
37093,13,26,1,76,2011,1,0,1,0,1
37146,15,16,3,76,2011,0,0,1,0,0
37148,15,26,3,76,2011,0,0,0,0,0
37176,16,26,4,76,2011,3,0,1,0,5
37194,16,16,1,76,2011,3,0,3,1,1
37224,17,26,1,76,2011,4,1,0,0,1
37243,18,26,2,76,2011,1,4,0,0,4
37251,18,11,2,76,2011,0,4,1,0,1
37259,18,15,1,76,2011,0,1,1,0,0
37266,18,16,3,76,2011,0,1,1,1,2
37286,19,16,2,76,2011,3,1,0,0,0
37298,19,11,2,76,2011,2,2,1,0,0
37307,20,11,1,76,2011,2,0,1,1,0
37336,20,26,1,76,2011,0,0,2,0,0
37352,21,16,2,76,2011,0,1,0,1,1
37371,21,26,1,76,2011,1,0,1,0,0
37384,22,26,1,76,2011,1,2,0,3,1
37403,22,11,1,76,2011,0,1,0,0,1
37443,1,11,1,77,2011,0,0,0,1,2
37480,6,16,1,77,2011,0,1,0,0,0
37530,7,16,1,77,2011,1,2,0,0,0
37543,8,11,3,77,2011,0,4,0,1,2
37562,8,16,2,77,2011,1,3,0,1,1
37567,8,26,2,77,2011,0,0,0,3,0
37568,8,15,1,77,2011,0,1,0,0,0
37569,9,16,2,77,2011,2,0,0,0,0
37571,9,26,5,77,2011,2,0,5,1,1
37591,9,11,2,77,2011,3,0,1,0,0
37618,10,15,1,77,2011,0,2,2,2,0
37624,10,16,1,77,2011,2,0,0,0,0
37649,11,16,3,77,2011,1,0,1,2,0
37664,11,11,1,77,2011,0,3,0,0,0
37690,12,26,2,77,2011,0,0,0,0,0
37692,12,11,2,77,2011,1,1,2,0,2
37697,12,16,1,77,2011,3,1,1,0,0
37709,13,11,2,77,2011,2,0,0,0,1
37711,13,26,6,77,2011,2,1,0,0,0
37786,15,15,1,77,2011,0,4,2,0,0
37792,15,26,2,77,2011,0,0,0,1,1
37833,16,26,1,77,2011,2,0,2,0,0
37834,16,11,1,77,2011,0,0,0,0,0
37850,17,11,2,77,2011,1,1,3,0,0
37851,17,16,3,77,2011,0,1,5,1,0
37870,17,26,2,77,2011,1,0,1,0,0
37877,18,11,4,77,2011,2,0,0,1,0
37888,18,15,2,77,2011,0,1,1,0,0
37909,18,16,1,77,2011,3,0,0,0,0
37911,18,26,3,77,2011,2,1,0,1,0
37923,19,16,3,77,2011,1,0,0,0,1
37936,19,26,2,77,2011,3,1,0,0,2
37970,20,16,2,77,2011,3,3,0,0,3
37975,20,11,1,77,2011,0,1,1,1,0
37977,20,26,1,77,2011,2,2,5,1,2
37985,21,11,1,77,2011,1,0,2,2,1
37999,21,16,1,77,2011,2,0,2,0,2
38008,21,26,1,77,2011,1,1,0,0,0
38028,22,16,1,77,2011,1,0,0,0,2
38037,22,26,1,77,2011,1,0,2,0,0
38057,23,11,2,77,2011,0,0,0,1,2
38065,23,26,1,77,2011,1,0,1,0,0
38071,23,16,1,77,2011,1,1,2,0,0
38093,0,26,1,78,2011,1,3,0,0,0
38097,0,11,1,78,2011,2,0,1,0,1
38147,3,15,1,78,2011,0,1,3,0,1
38188,8,16,1,78,2011,0,0,0,0,2
38197,8,26,1,78,2011,0,1,3,0,1
38204,9,26,1,78,2011,1,0,1,0,0
38229,9,11,1,78,2011,0,0,0,1,1
38252,10,26,1,78,2011,1,1,1,0,1
38257,10,16,1,78,2011,0,1,6,0,0
38271,11,16,2,78,2011,1,0,0,0,2
38277,11,26,3,78,2011,1,2,3,0,2
38293,11,11,1,78,2011,0,1,1,0,0
38316,12,16,3,78,2011,2,1,2,0,1
38321,12,26,1,78,2011,3,0,1,2,0
38348,13,26,2,78,2011,1,1,0,1,0
38368,13,16,2,78,2011,3,1,0,1,0
38384,14,26,3,78,2011,2,0,0,0,0
38405,14,11,3,78,2011,0,0,0,1,0
38408,14,16,3,78,2011,2,0,0,3,2
38430,15,16,1,78,2011,3,6,0,4,0
38442,15,26,3,78,2011,3,1,1,0,0
38444,15,11,2,78,2011,3,0,4,0,0
38450,16,15,1,78,2011,0,0,0,0,1
38468,16,26,3,78,2011,3,0,4,0,1
38476,16,16,2,78,2011,1,0,1,1,0
38487,16,11,1,78,2011,2,1,1,0,0
38511,17,16,1,78,2011,2,0,1,0,0
38512,17,26,4,78,2011,3,0,1,0,0
38515,17,11,2,78,2011,1,0,1,0,2
38551,18,16,1,78,2011,1,0,1,1,0
38553,18,11,2,78,2011,2,0,0,1,0
38556,18,15,1,78,2011,0,1,0,2,0
38583,19,11,1,78,2011,2,0,0,2,0
38589,19,15,1,78,2011,1,2,1,0,2
38592,19,26,1,78,2011,0,0,2,0,3
38594,20,11,2,78,2011,1,1,0,3,0
38605,20,16,1,78,2011,0,0,0,0,1
38618,20,15,1,78,2011,1,1,0,0,2
38650,21,26,1,78,2011,0,2,2,1,1
38672,22,26,2,78,2011,1,1,1,0,0
38688,23,26,1,78,2011,2,1,0,1,1
38728,1,16,1,79,2011,0,0,1,0,0
38761,4,26,1,79,2011,0,1,0,0,0
38827,9,26,2,79,2011,0,2,4,0,0
38835,9,16,1,79,2011,0,0,1,0,0
38860,10,26,1,79,2011,2,2,2,1,0
38862,10,15,1,79,2011,0,1,0,0,1
38866,10,11,1,79,2011,0,2,2,1,0
38900,11,15,1,79,2011,1,3,1,1,0
38904,11,26,2,79,2011,1,1,0,2,2
38908,11,11,1,79,2011,1,0,0,0,0
38933,12,26,6,79,2011,2,1,0,2,0
38940,12,11,2,79,2011,1,1,1,0,1
38967,13,11,2,79,2011,2,0,0,0,0
38971,13,26,3,79,2011,6,0,1,0,1
38979,13,16,1,79,2011,0,0,0,0,3
38993,14,26,8,79,2011,3,0,0,0,0
39017,14,16,1,79,2011,1,1,1,0,0
39039,15,11,1,79,2011,0,0,2,2,0
39046,15,26,2,79,2011,8,0,1,1,0
39051,15,15,1,79,2011,0,0,0,1,4
39087,16,11,1,79,2011,1,0,1,6,0
39089,16,26,1,79,2011,2,0,0,2,1
39120,17,26,3,79,2011,1,0,0,3,0
39123,17,16,1,79,2011,0,0,1,4,0
39145,18,11,2,79,2011,0,0,1,0,1
39209,20,26,1,79,2011,0,0,0,1,0
39214,20,11,2,79,2011,0,0,0,0,0
39215,20,16,1,79,2011,0,0,0,1,0
39250,22,26,1,79,2011,0,1,1,0,0
39290,0,11,1,80,2011,0,1,1,0,0
39315,6,16,1,80,2011,0,0,2,1,0
39317,6,26,1,80,2011,0,0,4,1,2
39387,9,11,1,80,2011,0,1,0,1,1
39389,9,16,1,80,2011,0,0,0,0,1
39394,9,26,1,80,2011,0,0,5,0,1
39411,10,16,2,80,2011,1,0,1,0,0
39416,10,26,1,80,2011,1,0,2,0,0
39429,11,26,3,80,2011,1,0,0,1,1
39452,11,16,2,80,2011,2,0,0,0,0
39475,12,15,1,80,2011,0,0,0,4,1
39502,13,26,2,80,2011,0,0,1,0,0
39507,13,15,1,80,2011,1,0,0,1,2
39516,13,11,1,80,2011,0,1,0,1,0
39518,13,16,2,80,2011,0,1,2,1,2
39532,14,11,2,80,2011,1,0,6,2,1
39536,14,26,4,80,2011,2,1,2,0,0
39563,15,11,2,80,2011,2,0,3,1,1
39578,15,16,1,80,2011,0,0,1,0,0
39605,16,16,1,80,2011,1,1,1,0,0
39613,16,26,1,80,2011,0,0,0,0,1
39623,17,26,3,80,2011,1,0,1,1,0
39641,17,11,4,80,2011,0,0,0,0,0
39649,17,16,1,80,2011,1,0,2,0,0
39651,17,15,1,80,2011,0,0,2,0,0
39674,18,16,3,80,2011,1,1,1,1,1
39680,18,26,2,80,2011,3,0,3,0,1
39681,18,11,1,80,2011,4,0,2,0,0
39684,18,15,1,80,2011,1,1,0,0,1
39695,19,15,2,80,2011,1,0,0,0,0
39701,19,11,4,80,2011,1,2,3,0,0
39708,19,16,3,80,2011,3,0,3,0,1
39725,19,26,1,80,2011,2,0,5,1,2
39728,20,26,1,80,2011,1,1,3,1,2
39735,20,15,1,80,2011,2,2,1,0,0
39771,21,26,1,80,2011,1,0,1,1,0
39784,21,16,1,80,2011,0,0,0,2,0
39785,21,11,1,80,2011,0,0,0,1,0
39797,22,26,1,80,2011,1,0,0,0,1
39818,22,11,1,80,2011,1,0,1,1,1
39832,23,15,1,80,2011,0,1,0,1,0
39841,0,15,1,81,2011,1,1,1,0,0
39846,0,16,1,81,2011,0,1,0,0,0
39903,6,11,1,81,2011,0,1,0,0,0
39920,7,11,1,81,2011,1,1,0,1,0
39930,7,26,3,81,2011,0,1,2,1,1
39934,7,16,1,81,2011,0,1,1,0,1
39963,8,16,5,81,2011,1,1,2,0,1
39969,8,26,4,81,2011,3,0,1,0,0
39970,8,11,1,81,2011,1,0,0,0,1
39991,9,16,3,81,2011,5,0,1,1,0
40000,9,15,1,81,2011,0,0,0,3,0
40007,9,11,1,81,2011,1,0,2,0,0
40020,10,26,1,81,2011,0,2,2,0,0
40037,10,11,1,81,2011,1,1,1,0,0
40039,10,16,1,81,2011,3,0,4,2,0
40087,12,15,1,81,2011,0,3,1,0,0
40093,12,16,1,81,2011,0,4,1,0,1
40096,12,26,1,81,2011,0,0,1,0,0
40098,12,11,1,81,2011,0,0,0,1,0
40114,13,16,4,81,2011,1,0,0,0,0
40115,13,26,2,81,2011,1,0,0,0,0
40128,13,11,1,81,2011,1,0,1,0,0
40155,14,11,1,81,2011,1,0,1,0,0
40182,15,11,3,81,2011,1,0,1,0,0
40210,16,16,1,81,2011,0,0,0,0,0
40242,17,16,4,81,2011,1,0,0,0,0
40251,17,26,4,81,2011,0,1,1,0,0
40255,17,11,2,81,2011,0,0,1,0,0
40282,18,11,2,81,2011,2,0,0,0,0
40286,18,26,2,81,2011,4,1,0,0,0
40287,18,16,2,81,2011,4,3,0,0,0
40304,19,11,2,81,2011,2,1,1,1,1
40332,19,26,2,81,2011,2,0,1,0,0
40353,20,15,1,81,2011,0,1,0,0,0
40356,20,11,1,81,2011,2,5,5,0,0
40364,20,26,2,81,2011,2,1,1,0,0
40367,20,16,1,81,2011,0,2,1,0,2
40369,21,15,1,81,2011,1,0,1,0,1
40391,21,26,2,81,2011,2,0,0,1,1
40404,22,11,1,81,2011,0,2,1,0,0
40497,7,26,1,82,2011,0,1,0,0,0
40521,7,11,1,82,2011,0,1,2,1,2
40533,8,26,6,82,2011,1,1,0,0,0
40552,8,16,2,82,2011,0,1,0,0,0
40553,8,11,2,82,2011,1,0,0,2,2
40579,9,16,2,82,2011,2,0,0,1,0
40590,9,11,1,82,2011,2,0,1,1,0
40600,9,26,1,82,2011,6,0,0,0,0
40617,10,16,1,82,2011,2,1,0,2,0
40628,10,26,1,82,2011,1,1,0,1,0
40645,11,11,1,82,2011,0,1,1,0,2
40653,11,26,1,82,2011,1,0,1,2,0
40673,12,11,2,82,2011,1,1,0,0,1
40699,13,15,1,82,2011,0,1,0,0,0
40704,13,11,1,82,2011,2,1,0,0,0
40728,14,11,1,82,2011,1,0,0,0,2
40761,15,26,1,82,2011,0,0,0,0,1
40775,15,16,1,82,2011,0,0,1,0,2
40808,16,15,1,82,2011,0,1,1,0,0
40809,16,26,2,82,2011,1,2,0,2,1
40837,17,16,2,82,2011,0,0,1,2,0
40842,17,11,2,82,2011,0,1,0,1,1
40845,17,26,2,82,2011,2,0,0,1,1
40857,18,26,5,82,2011,2,0,0,2,0
40874,18,16,1,82,2011,2,2,0,2,1
40877,18,11,1,82,2011,2,0,0,2,1
40889,19,11,1,82,2011,1,0,0,1,1
40898,19,26,1,82,2011,5,0,0,4,2
40913,19,16,2,82,2011,1,0,0,2,1
40943,20,26,1,82,2011,1,0,1,2,0
40975,22,11,1,82,2011,0,0,0,0,1
40981,22,15,1,82,2011,0,0,1,1,1
40982,22,16,1,82,2011,0,1,1,1,2
41023,5,11,1,83,2011,0,0,0,2,1
41043,6,16,1,83,2011,0,0,1,1,0
41044,6,26,1,83,2011,0,0,1,0,0
41067,7,11,1,83,2011,0,0,0,2,0
41069,7,26,2,83,2011,1,0,1,1,0
41099,8,11,1,83,2011,1,0,0,2,0
41109,8,26,1,83,2011,2,0,0,0,0
41111,8,15,1,83,2011,0,0,0,1,0
41125,9,26,2,83,2011,1,0,0,0,0
41133,9,15,1,83,2011,1,0,1,0,0
41173,10,26,1,83,2011,2,0,0,0,0
41175,11,16,3,83,2011,0,0,6,1,0
41192,11,26,1,83,2011,1,0,1,0,2
41223,12,15,1,83,2011,0,0,1,0,0
41227,12,26,1,83,2011,1,0,2,1,1
41238,13,26,2,83,2011,1,0,1,0,1
41260,13,11,1,83,2011,0,0,0,1,0
41286,14,11,3,83,2011,1,3,0,0,0
41289,14,16,1,83,2011,0,1,1,1,1
41294,15,11,2,83,2011,3,0,1,1,0
41309,15,26,1,83,2011,0,0,1,4,1
41328,16,26,2,83,2011,1,0,1,1,2
41343,16,11,1,83,2011,2,0,1,1,1
41349,17,26,8,83,2011,2,0,1,0,0
41379,17,11,2,83,2011,1,1,1,0,0
41395,18,16,1,83,2011,0,0,2,1,0
41410,18,15,1,83,2011,0,1,1,0,3
41414,18,26,1,83,2011,8,1,0,0,0
41417,18,11,1,83,2011,2,0,1,0,4
41444,19,26,3,83,2011,1,0,2,0,1
41449,19,15,1,83,2011,1,0,0,0,3
41461,20,26,5,83,2011,3,0,1,2,0
41482,20,16,2,83,2011,0,1,1,2,0
41487,21,26,1,83,2011,5,1,0,3,0
41525,22,26,1,83,2011,1,1,0,2,1
41526,22,16,1,83,2011,0,0,0,5,0
41558,0,26,1,84,2011,0,1,0,1,0
41575,3,26,1,84,2011,0,1,0,0,0
41601,6,26,1,84,2011,0,1,0,0,1
41623,7,16,1,84,2011,0,0,1,0,1
41658,8,16,1,84,2011,1,0,1,0,0
41670,9,26,2,84,2011,0,0,3,0,1
41700,9,11,2,84,2011,0,0,0,1,1
41722,10,16,1,84,2011,0,1,3,2,1
41766,12,11,2,84,2011,0,1,1,1,1
41776,12,26,3,84,2011,0,0,2,2,0
41782,12,16,1,84,2011,0,1,2,3,1
41807,13,26,1,84,2011,3,1,0,2,0
41812,13,11,1,84,2011,2,0,0,0,0
41817,13,16,2,84,2011,1,1,3,1,0
41835,14,15,1,84,2011,0,0,3,0,0
41852,14,26,2,84,2011,1,1,0,0,0
41866,15,26,4,84,2011,2,0,1,0,0
41875,15,11,1,84,2011,0,2,1,3,1
41876,15,16,1,84,2011,0,1,3,0,0
41904,16,11,2,84,2011,1,2,2,1,0
41925,17,26,3,84,2011,0,0,2,2,0
41931,17,11,1,84,2011,2,3,2,3,1
41949,17,16,1,84,2011,0,1,1,4,0
41973,18,15,2,84,2011,0,0,0,0,1
42011,19,15,1,84,2011,2,2,0,0,0
42064,21,15,1,84,2011,0,0,0,0,0
42068,21,26,1,84,2011,0,1,0,1,0
42076,22,15,1,84,2011,1,1,0,0,2
42079,22,26,1,84,2011,1,0,1,1,2
42092,22,16,1,84,2011,0,1,0,0,1
42122,0,11,1,85,2011,0,0,0,0,1
42148,1,16,1,85,2011,0,0,0,0,0
42174,4,26,1,85,2011,0,1,0,0,1
42209,7,26,1,85,2011,0,0,1,0,1
42227,8,16,2,85,2011,0,0,0,1,0
42278,9,26,1,85,2011,0,0,2,0,1
42292,10,16,1,85,2011,0,0,1,0,0
42301,10,26,3,85,2011,1,0,1,0,0
42307,10,11,1,85,2011,0,0,1,1,0
42322,11,11,1,85,2011,1,0,0,2,0
42326,11,15,1,85,2011,0,0,0,3,0
42330,11,16,1,85,2011,1,3,2,1,0
42355,12,26,1,85,2011,0,0,0,1,1
42378,12,11,1,85,2011,1,0,0,0,0
42382,12,16,1,85,2011,1,0,0,1,0
42389,13,26,4,85,2011,1,2,0,0,0
42406,13,16,2,85,2011,1,0,0,0,0
42411,13,15,2,85,2011,0,1,0,0,0
42417,13,11,1,85,2011,1,0,1,0,0
42423,14,26,2,85,2011,4,2,2,1,0
